Key,Name,Folder,Category,Priority,Status,Automation,AutomatedTest,Component,Objective,Precondition,TestData,Steps,ExpectedResult,Labels
MSM-INVOICES-UI-003,Empty state and filtered empty state display correctly,/Invoices/UI,UI,Low,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify the EmptyState and company-summary empty message appear when no invoices match.,Logged in as QA super-admin.,"Search term guaranteed to match nothing, e.g. 'zzz-no-match'.","1. Open /app/invoices.
2. Type 'zzz-no-match' into the search box.
3. Observe the company-wise summary section and the main invoice card.",Company-wise summary shows 'No invoices for the current filters.' and the main card shows the 'No invoices' EmptyState with the create hint ('Create an invoice from completed jobs or manually.').,regression
MSM-INVOICES-VAL-001,"Live invoice totals recompute correctly from lines, discount, CGST and SGST",/Invoices/Validation,Validation,High,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,"Verify subtotal, taxable, CGST/SGST amounts and total are computed correctly and rounded to two decimals in the form.",Logged in as QA super-admin; New Invoice modal open.,"Line 1: qty 10, rate 100 (=1000); Line 2: qty 2, rate 250 (=500); Discount 100; CGST 9; SGST 9.","1. Click New Invoice.
2. Add two line items with the test-data quantities and rates.
3. Enter Discount 100, CGST 9, SGST 9.
4. Read the Subtotal, CGST amount, SGST amount and Total in the totals panel.",Subtotal = 1500.00; taxable = 1400; CGST amount = 126.00; SGST amount = 126.00; Total = 1652.00 (all two-decimal rounded). The CGST/SGST amount fields are disabled/read-only.,regression calculation
MSM-INVOICES-VAL-002,Discount exceeding subtotal clamps taxable to zero (no negative tax/total),/Invoices/Validation,Validation,Normal,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,"Verify taxable value is floored at zero (max(0, subtotal-discount)) when discount exceeds subtotal so tax and total never go negative.",Logged in as QA super-admin; New Invoice modal open.,"Line: qty 1, rate 500 (=500); Discount 900; CGST 9; SGST 9.","1. Click New Invoice and add a single line qty 1 rate 500.
2. Enter Discount 900, CGST 9, SGST 9.
3. Read the totals panel.","Taxable is treated as 0; CGST amount = 0.00, SGST amount = 0.00, Total = 0.00. No negative values displayed.",regression calculation edge-case
MSM-INVOICES-VAL-003,Blank invoice number auto-numbers and empty lines are stripped on save,/Invoices/Validation,Validation,Normal,Approved,Manual,,Invoices,Verify a blank invoice number falls back to the auto-generated number (nextNumberedDoc) and lines with no description/rate/material are filtered out on submit.,Logged in as QA super-admin; New Invoice modal open; a company selected and date set.,"One real line (description 'Machining', qty 1, rate 100); one blank line; Invoice Number left empty.","1. Click New Invoice; select a company and set the invoice date.
2. Fill one line with description 'Machining', qty 1, rate 100.
3. Click Add line to create a second empty line and leave it blank.
4. Leave Invoice Number blank (note the preview placeholder).
5. Click Create invoice.","Invoice is created with only the single non-empty line; the invoice number matches the auto-numbering sequence (nextNumberedDoc), not blank.",regression
MSM-INVOICES-VAL-004,Changing company drops challan-derived lines and clears the DC reference,/Invoices/Validation,Validation,Normal,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,"Verify that switching the selected company after importing delivery-challan lines removes those lines, resets the material filter, and clears the Delivery Challan Ref field (lines belong to the prior company).",Logged in as QA super-admin; New Invoice modal open; two companies each with at least one Open delivery challan.,,"1. Click New Invoice and select Company A.
2. In 'Add from delivery challans', tick one challan so its lines and DC number import.
3. Confirm the imported lines and the auto-filled Delivery Challan Ref.
4. Change the Company selector to Company B.
5. Inspect the line items and the Delivery Challan Ref field.","On company change the challan-derived lines are removed, the challan selection and material filter reset, and the Delivery Challan Ref is cleared. Only non-challan lines (if any) remain.",regression edge-case
MSM-INVOICES-VAL-005,Required Company/Date are not enforced client-side; RPC is the gate,/Invoices/Validation,Validation,Low,Draft,Manual,,Invoices,Verify the form does not hard-block submission when Company or Date is empty (the 'required' markers are advisory); creation is rejected by the create_invoice RPC / backend rather than by a client-side validation message.,Logged in as QA super-admin; New Invoice modal open; browser dev-tools Network tab open.,"Leave Company as 'Select…' (empty) and Invoice Date empty; add one line 'Test', qty 1, rate 10.","1. Click New Invoice.
2. Clear/leave the Company as unselected and leave Invoice Date empty.
3. Add a single line item.
4. Click Create invoice and observe whether a client-side validation blocks it before any request, then observe the network request/response.",No client-side validation summary blocks the click; the app attempts the create_invoice RPC which rejects the missing company/date (error toast surfaced via toUserMessage). No invalid invoice is persisted. This documents that Company/Date 'required' markers are not enforced locally.,regression edge-case
MSM-INVOICES-FUNC-001,Create a new GST invoice (Unpaid) and verify it appears in the list,/Invoices/Functionality,Functionality,Highest,Approved,Manual,,Invoices,Verify the end-to-end create flow produces an Unpaid invoice with correct totals and it appears in the list and month tiles.,Logged in as QA super-admin; at least one active company exists.,"Company: any active; Date: today; Line: 'CNC Job', qty 5, rate 200; CGST 9; SGST 9.","1. Click New Invoice.
2. Select the company, set date to today, add the line item and set CGST 9 / SGST 9.
3. Click Create invoice.
4. Confirm the success toast and locate the new invoice in the list.","Invoice is created with status Unpaid, Total = 1180.00, appears at the top of the list (date desc), and the this-month Invoices count / Invoiced value tiles reflect it.",smoke regression
MSM-INVOICES-FUNC-002,Save invoice as Draft and confirm exclusion from receivables totals,/Invoices/Functionality,Functionality,High,Approved,Manual,,Invoices,Verify Save-as-draft creates a Draft invoice and that Draft invoices are excluded from the GST/company money summaries and month tiles.,Logged in as QA super-admin.,"Company: any active; Line: 'Draft item', qty 1, rate 1000; CGST 9; SGST 9.","1. Click New Invoice, fill the fields per test data.
2. Click Save as draft.
3. Filter the status dropdown to Draft and locate the invoice.
4. Note the invoice total, then compare the GST Summary and company-wise totals with the Draft filter cleared vs applied.","Invoice is saved with status Draft. It is not counted in the this-month money tiles nor in receivables (isEligibleInvoice excludes Draft), though it is visible when filtered to Draft.",regression
MSM-INVOICES-FUNC-003,Cancel an invoice excludes it from outstanding but keeps it in history,/Invoices/Functionality,Functionality,High,Approved,Manual,,Invoices,"Verify cancelling an invoice via the confirm dialog sets status Cancelled, zeroes its paid/outstanding, and removes it from money summaries while remaining listed.",Logged in as QA super-admin; at least one Unpaid invoice exists.,,"1. On an Unpaid invoice row, click Cancel invoice.
2. Confirm the danger dialog ('Cancel invoice').
3. Observe the toast and the row status.
4. Check the this-month Outstanding tile and company-wise summary.","Status becomes Cancelled; a 'Invoice cancelled' success toast appears; computeInvoice reports paid=0 / outstanding=0 for it; it is excluded from GST/company/month money totals but still visible in the list. Cancelling frees any linked delivery challans and restores deducted stock (invoices, deliveries and stock caches invalidated).",regression
MSM-INVOICES-FUNC-004,"Filters (search, company, status, date range) narrow the list and summaries",/Invoices/Functionality,Functionality,Normal,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify the filter bar filters the invoice grid and that GST/company summaries reflect the filtered rows.,"Logged in as QA super-admin; invoices span multiple companies, statuses and dates.",A known invoiceNo or reference; a specific company; status Unpaid; a date range covering only some invoices.,"1. Open /app/invoices.
2. Search by a known invoice number, then clear.
3. Search by a known reference/PO substring, then clear.
4. Select a specific company in the company filter.
5. Set status to Unpaid.
6. Set a from/to date range.","The grid, GST Summary tiles and company-wise summary all reflect only rows matching the combined filters (Cancelled always excluded from money totals). Search matches invoiceNo and reference case-insensitively.",regression
MSM-INVOICES-FUNC-005,Add lines from completed job and from rate list,/Invoices/Functionality,Functionality,Normal,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify the add-from-completed-job and add-from-rate-list helpers append correctly prefilled invoice lines.,"Logged in as QA super-admin; the selected company has a Completed/Delivered job not yet on a line, and at least one active product/rate-list item exists.",,"1. Click New Invoice and select the company that owns the completed job.
2. In 'Add from completed job', click the job chip.
3. In '+ Add from rate list…', select a product.
4. Inspect the resulting line rows.","A line is added for the job (description = 'partName (partNumber) — jobNo', quantity = completedQty || orderedQty, rate = job.rate ?? 0) and a line for the product (description = product name, quantity 1, rate = product rate). The invoiced job no longer appears in the eligible-jobs list.",regression
MSM-INVOICES-FUNC-006,Bill directly from received stock imports a stock-deducting line,/Invoices/Functionality,Functionality,High,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify selecting a received-stock source in the multi-select adds a line bound to that source with quantity defaulted to available.,Logged in as QA super-admin; the selected company (or Shop/own) has received stock with available quantity > 0.,,"1. Click New Invoice and select the company with available received stock.
2. Open 'Bill directly from received stock' and tick a source.
3. Inspect the added line's description, quantity and the Stock item column.
4. Untick the source and re-inspect the lines.","Ticking adds a line with description = material name, quantity = source available, and the Stock item column bound to that source. Unticking removes exactly that line. Only sources for this company or Shop-owned with available>0 are listed.",regression
MSM-INVOICES-FUNC-007,Delivery-challan picker imports items and marks challans Invoiced on save,/Invoices/Functionality,Functionality,High,Approved,Manual,,Invoices,"Verify picking Open challans imports their lines (locked from stock re-linking) and, on create, marks the challans as Invoiced against the new invoice.",Logged in as QA super-admin; the selected company has one or more Open delivery challans.,,"1. Click New Invoice and select a company with Open challans.
2. Open 'Add from delivery challans', optionally filter by material, and tick one or more challans.
3. Fill in rates for the imported lines (they import with rate 0) and set date.
4. Click Create invoice.
5. Open the Deliveries module and check the picked challans' status; open the new invoice's DC Ref.",Imported lines show 'From challan (already deducted)' in the Stock item column and cannot be re-linked to stock; the DC Ref field auto-fills with the selected DC numbers; on save the challans become status Invoiced linked to the new invoice and stock is not double-deducted.,regression
MSM-INVOICES-FUNC-008,Edit an existing invoice replaces its lines and recomputes totals,/Invoices/Functionality,Functionality,High,Approved,Manual,,Invoices,"Verify editing an invoice (not Paid/Cancelled) updates the header and rewrites its lines, and totals recompute.",Logged in as QA super-admin; an editable (Draft/Unpaid/Partially Paid) invoice exists.,Change one line quantity and adjust discount.,"1. Click Edit on an Unpaid invoice (note the 'Last updated' timestamp in the modal).
2. Change a line quantity and the discount.
3. Click Save changes.
4. Reopen the invoice (Edit modal) / print view and verify the lines and totals.",Success toast ('Invoice updated'); the header updates and its invoice_lines are fully replaced (delete + reinsert) with the new values; totals reflect the change. On reopening the Edit modal the 'Last updated' timestamp has advanced.,regression
MSM-INVOICES-FUNC-009,Print view and PDF download render invoice with correct totals and DC note,/Invoices/Functionality,Functionality,Normal,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,"Verify the print page and generated PDF show shop header, Bill-To, lines, totals split (CGST/SGST), DC-ref note and paid/outstanding.","Logged in as QA super-admin; an invoice with CGST+SGST, a DC reference and at least one payment exists.",,"1. On an invoice row click Print (or navigate to /app/invoices/[id]/print).
2. Verify the on-screen invoice layout, totals split and the DC-ref Note block.
3. Click Download PDF and open the generated file.","Print page shows Bill-To, line table, Subtotal, Discount (only when >0), CGST/SGST rows (only when the respective percent is non-zero), Total, and Paid/Outstanding (only when paid>0). The Note block always renders (shows the DC number(s), or '—' when none). The PDF downloads named <invoiceNo>.pdf with amounts formatted 'Rs.' for INR and the DC number(s) in the NOTE block.",regression
MSM-INVOICES-FUNC-010,Export invoices to Excel reflects current filters,/Invoices/Functionality,Functionality,Low,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify the Excel export produces a file with the expected columns for the currently filtered rows.,Logged in as QA super-admin; several invoices exist.,,"1. Open /app/invoices and apply a company filter.
2. Click the Excel button.
3. Open the downloaded workbook.","An 'invoices' workbook (sheet 'Invoices') downloads containing only the filtered rows with columns Invoice, Date, Company, Status, Subtotal, CGST, SGST, Total, Paid, Outstanding. Note: the export includes Cancelled rows if they pass the filters (unlike the on-screen money summaries), and CGST/SGST columns are computed without the max(0,...) discount floor.",regression
MSM-INVOICES-FUNC-011,Line stripping keeps a line if it has a description OR a rate OR a material,/Invoices/Functionality,Functionality,Low,Draft,Manual,,Invoices,"Verify the submit-time line filter keeps a line when it has a non-blank description OR rate>0 OR a materialId, and drops only fully-empty lines.",Logged in as QA super-admin; New Invoice modal open; a company and date set.,"Line A: description 'Labour', qty 1, rate 0 (kept via description). Line B: description blank, qty 1, rate 50 (kept via rate). Line C: blank description, rate 0, no material (dropped).","1. Click New Invoice; select company and date.
2. Add three lines matching Lines A, B and C in the test data.
3. Click Create invoice.
4. Open the created invoice's print view and count the lines.",The saved invoice contains Line A and Line B only; the fully-empty Line C is stripped. A rate-only line (blank description) is retained.,regression edge-case
MSM-INVOICES-API-001,createInvoice invokes create_invoice RPC atomically with header and lines,/Invoices/API,API,High,Approved,Manual,,Invoices,Verify invoice creation posts to the create_invoice RPC with the correct parameters and returns the created invoice with lines.,Logged in as QA super-admin; browser dev-tools Network tab open.,,"1. Open Network tab and create a new invoice via the form.
2. Inspect the outbound request to /rest/v1/rpc/create_invoice.
3. Verify the payload includes p_id, p_invoice_no, p_date, p_company_id, p_discount, p_cgst_percent, p_sgst_percent, p_tax_percent, p_status and p_lines[].
4. Confirm the response returns the inserted invoice header.",A single create_invoice RPC call inserts header + lines atomically; p_tax_percent equals cgst+sgst; lines carry material_id/source_receipt_id for stock-deducting lines; the invoices and stock query caches are invalidated on success.,api regression
MSM-INVOICES-API-002,setInvoiceStatus RPC on cancel and updateInvoice line-replacement behavior,/Invoices/API,API,Normal,Approved,Manual,,Invoices,"Verify cancelling calls set_invoice_status RPC and that updateInvoice deletes then reinserts invoice_lines (only when lines are supplied) rather than patching them, and that the header PATCH ignores the non-column 'lines' field.",Logged in as QA super-admin; Network tab open; an editable invoice exists.,,"1. Cancel an invoice and inspect the /rest/v1/rpc/set_invoice_status request (p_id, p_status='Cancelled').
2. Edit a different invoice's lines and inspect the invoice_lines DELETE followed by INSERT requests.
3. Confirm the header PATCH does not attempt to write a 'lines' column.",Cancel issues set_invoice_status RPC; edit issues a DELETE on invoice_lines by invoice_id then a bulk INSERT of the new rows with line_no ordering; the header update ignores the non-column 'lines' field. Note: the update mutation invalidates only the invoices cache (not stock/deliveries).,api regression
MSM-INVOICES-SEC-001,Unauthenticated access to /app/invoices and print route is gated,/Invoices/Security,Security,High,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify the authenticated portal gates invoice pages when not logged in.,No active session (logged out / cleared storage).,,"1. In a logged-out browser, navigate to /app/invoices.
2. Navigate to /app/invoices/<any-id>/print.",The app-shell auth gate (app/app/layout.tsx) blocks access and redirects to login/landing; invoice data is not rendered while unauthenticated.,security regression
MSM-INVOICES-SEC-002,Over-dispatch guard prevents billing more stock than available,/Invoices/Security,Security,High,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify the client-side per-source over-dispatch guard blocks a new invoice that bills more than a source's available quantity (with the backend RPC as final gate).,Logged in as QA super-admin; a received-stock source with a known small available quantity exists for the selected company.,Source with available = N units; attempt to bill N+ extra units.,"1. Click New Invoice, select the company, and bill directly from a received-stock source.
2. Set the line quantity above the source's available quantity.
3. Click Create invoice.","An error toast states the billing quantity exceeds available for that source and creation is blocked before any RPC is sent. Even if bypassed, the create_invoice RPC rejects the over-dispatch (race-safe final gate).",security regression edge-case
MSM-INVOICES-DB-001,Invoice lines persist as child rows and rejoin correctly on reload,/Invoices/Database,Database,Normal,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify invoice_lines are stored as ordered child rows and are correctly joined back to their invoice on listInvoices.,Logged in as QA super-admin; a multi-line invoice was just created.,,"1. Create a multi-line invoice.
2. Reload /app/invoices and open the invoice's print view.
3. Verify the number, order and values of the lines match what was entered.",invoice_lines rows are keyed by invoice_id and returned ordered by line_no; the reloaded invoice shows exactly the entered lines in order with correct qty/rate and amounts.,database regression
MSM-INVOICES-DB-002,Editing an invoice does not orphan or duplicate line rows,/Invoices/Database,Database,Normal,Approved,Manual,,Invoices,Verify the delete-then-reinsert update strategy leaves no stale/duplicate invoice_lines after edits.,Logged in as QA super-admin; a multi-line editable invoice exists.,Remove one line and change another line's quantity.,"1. Edit the invoice: remove one line and change a remaining line's quantity.
2. Save changes.
3. Reload and reopen the invoice; count and verify the lines.",The invoice has exactly the remaining lines with updated values; no orphaned old rows and no duplicates; stock allocations for lines with source_receipt_id reflect the edit (source_receipt_id is persisted on reinsert).,database regression
MSM-ROLES-UI-001,"Super-admin view renders header, subtitle, footnote and the approved-users table",/Roles & Permissions/UI,UI,High,Approved,Manual,,Roles & Permissions,Verify /app/roles loads for the super admin with the super-admin copy and a five-column table listing ALL approved users.,Logged in as QA super-admin; at least one APPROVED user exists in app_state.data.users (approve a registration via /app/approvals if the list is empty).,,"1. Navigate to /app/roles.
2. Confirm the PageHeader title 'Roles & Permissions' and subtitle 'Assign roles and choose which modules each approved user can access.'
3. Confirm the footnote (ShieldCheck icon) reads 'Only the super admin can manage roles and module access.'
4. Confirm the table headers read User, Company, Role, Module Access, Actions.
5. Confirm every approved user (regardless of shop or role) appears with name (or '—') + email, company, a Role badge, an access summary and a 'Manage access' button.","The page renders with no crash (no <html id=""__next_error__"">); super-admin subtitle and footnote are shown; the table lists all approved users across every shop.",smoke regression
MSM-ROLES-UI-002,Admin view renders shop-scoped copy (subtitle and footnote differ from super admin),/Roles & Permissions/UI,UI,High,Approved,Manual,,Roles & Permissions,"Verify an Admin sees the delegated-manager copy: the shop-scoped subtitle and footnote, distinct from the super-admin strings.","Logged in as an approved Admin (me.role === 'Admin', NOT the super admin) whose companyName has at least one approved 'User' teammate.",,"1. As the Admin, navigate to /app/roles.
2. Confirm the page renders (not redirected to /app).
3. Read the PageHeader subtitle.
4. Read the footnote below the card.",The subtitle reads 'Grant your shop’s users access to the modules you manage.' and the footnote reads 'You can grant module access to users in your shop. Roles and approvals are handled by the super admin.' — neither matches the super-admin strings.,regression
MSM-ROLES-UI-003,Empty-state title/description differ between super admin and Admin,/Roles & Permissions/UI,UI,Normal,Approved,Manual,,Roles & Permissions,Verify the EmptyState copy is manager-specific when there are no rows to manage.,Logged in on the isolated tnt_qa tenant; for the super-admin run no user has status 'approved'; for the Admin run the Admin's shop has zero approved 'User' teammates.,,"1. As the QA super-admin with no approved users, open /app/roles and read the empty state.
2. Then log in as an approved Admin whose shop has no approved User teammates and open /app/roles.
3. Read the empty state for the Admin.","Super admin sees UserCog icon, title 'No approved users yet', description 'Approve registrations first — approved users appear here for role and module assignment.'; Admin sees title 'No users in your shop yet', description 'Users who register with your company name and are approved by the super admin will appear here.'; no table headers render in either case.",regression
MSM-ROLES-UI-004,Role badge tone and access-summary text render per user role/permissions,/Roles & Permissions/UI,UI,Normal,Approved,Manual,,Roles & Permissions,"Verify the Role badge tone (violet/blue/slate) and Module Access strings ('All modules', 'Dashboard only', 'N of 8 modules') are correct.","Logged in as QA super-admin; three approved users exist: one Admin, one User with permissions [] (empty), one User with permissions ['production','sales'].","Admin user; User permissions=[]; User permissions=['production','sales']","1. Navigate to /app/roles.
2. Inspect the Admin row's Role badge and Module Access cell.
3. Inspect the empty-permissions User row's Module Access cell.
4. Inspect the two-module User row's Module Access cell.",Admin row: blue 'Admin' badge and 'All modules'. Empty-permissions User: slate 'User' badge and 'Dashboard only'. Two-module User: slate 'User' badge and '2 of 8 modules'.,regression
MSM-ROLES-UI-005,"Super-admin editor opens with role selector, locked Dashboard row and 8 module checkboxes",/Roles & Permissions/UI,UI,Normal,Approved,Manual,,Roles & Permissions,Verify the AccessEditor for the super admin shows the Admin/User role selector plus the locked Dashboard row and all 8 grantable checkboxes.,Logged in as QA super-admin; at least one approved 'User' exists.,,"1. Navigate to /app/roles and click 'Manage access' on an approved User row.
2. Confirm the modal title reads 'Manage access — {name or email}'.
3. Confirm the Role section shows both 'Admin' (Full access to every module.) and 'User' (Only the modules selected below.), with 'User' preselected.
4. Confirm the Modules section shows the locked 'Dashboard' row ('Always available') then 8 checkboxes: Production Planning, Inventory, Sales, CRM, Human Resources, Accounts & Finance, Supply Chain, Configuration & Settings.
5. Confirm the Select all/Clear all toggle and the Cancel / Save access footer buttons are present.","Modal opens with correct title, both role buttons, the locked Dashboard row, all 8 grantable checkboxes with descriptions, the Select all toggle and Cancel + Save access buttons.",regression
MSM-ROLES-UI-006,Choosing Admin role hides checkboxes and shows the all-modules note (super admin),/Roles & Permissions/UI,UI,Normal,Approved,Manual,,Roles & Permissions,"Verify selecting Admin in the super-admin editor hides the checkbox list, locked Dashboard row and Select all/Clear all toggle and shows the informational note.",Logged in as QA super-admin; at least one approved User exists.,,"1. Open 'Manage access' for an approved User.
2. Click the 'Admin' role button.
3. Observe the Modules section.","The checkbox list, locked Dashboard row and Select all/Clear all toggle disappear; a blue note reads 'Admins have access to all modules — no need to select individually.'",regression
MSM-ROLES-UI-007,Admin editor HIDES the role selector and shows only the module checkboxes,/Roles & Permissions/UI,UI,High,Approved,Manual,,Roles & Permissions,"Verify that when an Admin opens the editor (canEditRole=false), the Admin/User role selector is not rendered — only the locked Dashboard row and grantable module checkboxes appear.",Logged in as an approved Admin whose shop has at least one approved 'User' teammate.,,"1. As the Admin, navigate to /app/roles and click 'Manage access' on a teammate User row.
2. Confirm the modal title 'Manage access — {name or email}'.
3. Look for the Role section (the Admin/User two-button selector).
4. Inspect the Modules section.","No Role selector is shown (no Admin/User buttons); the editor shows the locked Dashboard 'Always available' row, the 8 grantable module checkboxes and the Select all/Clear all toggle; Save access and Cancel are present.",regression security
MSM-ROLES-VAL-001,Editor pre-populates checked modules from the user's existing permissions,/Roles & Permissions/Validation,Validation,Normal,Approved,Manual,,Roles & Permissions,Verify the AccessEditor initializes its checked set from user.permissions filtered to valid module keys the manager is allowed to grant.,"Logged in as QA super-admin; an approved User with role 'User' and permissions ['inventory','crm'].","permissions=['inventory','crm']","1. Navigate to /app/roles and click 'Manage access' for that User.
2. Inspect the preselected role and which module checkboxes are checked.","'User' role is preselected; exactly Inventory and CRM checkboxes are checked, all others unchecked; the Dashboard row stays locked/always-on.",regression
MSM-ROLES-VAL-002,Invalid/unknown permission keys are ignored when populating the editor,/Roles & Permissions/Validation,Validation,Low,Approved,Manual,,Roles & Permissions,Verify isModuleKey filtering drops stale/unknown keys and 'dashboard' (always-on) so the editor only checks recognised grantable modules.,"Logged in as QA super-admin; an approved User whose permissions = ['sales','legacy_module','dashboard'].","permissions=['sales','legacy_module','dashboard']","1. Open 'Manage access' for that User.
2. Inspect the checked module checkboxes.
3. Note that 'dashboard' is the locked always-on row (not a checkbox) and 'legacy_module' is not a real module.",Only the 'Sales' checkbox is checked; 'legacy_module' and 'dashboard' produce no checkbox; no crash.,regression negative
MSM-ROLES-VAL-003,Admin list membership is case/whitespace-insensitive on company name (sameCompany),/Roles & Permissions/Validation,Validation,Normal,Approved,Manual,,Roles & Permissions,"Verify sameCompany trims and lowercases both sides so a User whose companyName differs from the Admin's only by case/spacing is still listed, while a truly different company is not.","Logged in as an approved Admin with companyName e.g. 'Acme Tools'; three approved Users exist: one companyName '  acme tools ' (case+space variant), one 'Acme Tools' exact, one 'Beta Works' (different company). All have role 'User'.","Admin company 'Acme Tools'; Users: '  acme tools ', 'Acme Tools', 'Beta Works'","1. As the Admin, navigate to /app/roles.
2. Inspect which User rows are listed.",The '  acme tools ' and 'Acme Tools' Users are both listed (matched after trim+lowercase); the 'Beta Works' User is NOT listed.,regression
MSM-ROLES-FUNC-001,Super admin promotes a User to Admin — persists role Admin with empty permissions and grants all modules,/Roles & Permissions/Functionality,Functionality,High,Approved,Manual,,Roles & Permissions,"Verify saving the Admin role persists role 'Admin' and permissions [], refreshes the table to 'All modules', and unlocks every module for that user.","Logged in as QA super-admin; an approved User with a limited module set exists, with known login credentials.",,"1. Open 'Manage access' for the User, click 'Admin', click 'Save access'.
2. Confirm the success toast 'Access updated for {name or email}' and that the modal closes.
3. Confirm the row now shows a blue 'Admin' badge and Module Access 'All modules'.
4. Sign out and log in as that user (or evaluate effectiveModuleKeys) and confirm every module is reachable.","The user is saved as role 'Admin' with permissions [] in app_state; the table shows blue Admin / 'All modules'; when the user signs in, filterGroupsByAccess returns all NAV_GROUPS so every module is available.",regression smoke
MSM-ROLES-FUNC-002,Admin grants a shop User a subset of modules — sidebar filters and blocked routes redirect,/Roles & Permissions/Functionality,Functionality,Highest,Approved,Manual,,Roles & Permissions,"Verify an Admin (no role selector) can grant a teammate User specific modules, the keys persist, and on that user's session the sidebar filters while an ungranted module URL redirects to /app.",Logged in as an approved Admin whose shop has an approved 'User' teammate with known login credentials.,Grant only Inventory + Sales,"1. As the Admin, open 'Manage access' for the teammate User (note there is no role selector), check only 'Inventory' and 'Sales', click 'Save access'.
2. Confirm the success toast and Module Access now reads '2 of 8 modules'.
3. Sign out and log in as that teammate User.
4. Confirm the sidebar shows Dashboard, Inventory and Sales only.
5. Manually enter an ungranted module URL such as /app/hrm.","permissions saved as ['inventory','sales']; the user's sidebar lists only Dashboard/Inventory/Sales; navigating to /app/hrm triggers the route guard which router.replace('/app').",regression security
MSM-ROLES-FUNC-003,Out-of-scope modules the user already had are PRESERVED on an Admin save,/Roles & Permissions/Functionality,Functionality,Highest,Approved,Manual,,Roles & Permissions,"Verify the `preserved` merge in onSave keeps any of the user's existing modules that fall outside the manager's allowedKeys, so a scoped manager cannot strip access another manager granted.","Logged in as a manager whose allowedKeys is a RESTRICTED subset (e.g. a future Admin allowed only ['inventory','sales']); a teammate 'User' already has permissions ['inventory','hrm','accounts'] where hrm and accounts are OUTSIDE the manager's allowedKeys. (If no restricted Admin fixture is available, verify the same preserve logic via a code/behaviour review of onSave's `preserved` filter.)","manager allowedKeys=['inventory','sales']; user permissions=['inventory','hrm','accounts']","1. As the scoped manager, open 'Manage access' for that User — confirm only the grantable (in-scope) modules render as checkboxes and the pre-checked set is limited to in-scope keys (e.g. only Inventory).
2. Uncheck Inventory and check Sales, then click 'Save access'.
3. Have the super admin reopen 'Manage access' for the same user (or inspect app_state.data.users) to read the full persisted permissions.","Persisted permissions become the union of preserved out-of-scope keys and the newly chosen in-scope keys — ['hrm','accounts','sales'] (order-independent). The out-of-scope 'hrm' and 'accounts' the scoped manager could not see were NOT removed; only the in-scope Inventory→Sales change applied.",regression security
MSM-ROLES-FUNC-004,Select all then Clear all toggles every grantable checkbox,/Roles & Permissions/Functionality,Functionality,Normal,Approved,Manual,,Roles & Permissions,"Verify the Select all / Clear all toggle checks all grantable modules then clears them and the label flips, without affecting the locked Dashboard row.",Logged in as QA super-admin; an approved User with partial or no modules checked (super admin has all 8 grantable).,,"1. Open 'Manage access' for a User, keep role 'User'.
2. Click 'Select all'.
3. Confirm all 8 grantable checkboxes become checked and the toggle now reads 'Clear all'.
4. Click 'Clear all'.
5. Confirm all 8 uncheck and the toggle reverts to 'Select all'.",'Select all' checks every grantable module (label→'Clear all'); 'Clear all' unchecks them (label→'Select all'); the locked Dashboard row is unaffected throughout.,regression
MSM-ROLES-FUNC-005,Legacy User with permissions == null defaults to full access (not locked out),/Roles & Permissions/Functionality,Functionality,High,Approved,Manual,,Roles & Permissions,"Verify a User whose permissions is unset/null is treated as 'all' by effectiveModuleKeys, so the table reads 'All modules' and the user is not locked out.",Logged in as QA super-admin; an approved User whose app_state record has NO permissions key (undefined/null).,permissions = undefined,"1. Navigate to /app/roles and read the legacy User's Module Access cell.
2. Sign in as that user (or evaluate effectiveModuleKeys) and inspect the sidebar.",Module Access reads 'All modules'; when the user signs in every module is available and no route-guard redirect fires (permissions == null ⇒ 'all').,regression
MSM-ROLES-FUNC-006,Cancel discards edits without persisting,/Roles & Permissions/Functionality,Functionality,Normal,Approved,Manual,,Roles & Permissions,Verify closing the editor via Cancel does not call updateUserAccess and leaves the user's role/permissions unchanged.,Logged in as QA super-admin; an approved User with a known module set exists.,,"1. Open 'Manage access' and note the current access summary.
2. Toggle several checkboxes and/or switch the role.
3. Click 'Cancel'.
4. Reopen 'Manage access' for the same user.",No success toast; the table access summary is unchanged; reopening shows the original role and checked modules (no write occurred).,regression
